'id','clazz','costrmb','description','model_code','month_year','part_number','plant','price_list_region','series_code','std_opt','currency_currency'
209785,Class 5 BT,0.0,Pneumatic Bias Ply Drive Tyres / 14.00-24 24PR,H9XM-EC8,2023-08-01,DTP142,Maximal,Hyster AP,A3C0,STD,USD
209786,Class 5 BT,0.0,Cummins QSB 6.7L Tier 3/Stage III Diesel Engine: Rated Power 220hp (164kW) @ 2000 rpm - Peak Power 230hp (172kW) @ 1800 rpm,H9XM-EC8,2023-08-01,EC6223,Maximal,Hyster AP,A3C0,STD,USD
209787,Class 5 BT,0.0,Joystick Hydraulic Controls,H9XM-EC8,2023-08-01,HCJSSC,Maximal,Hyster AP,A3C0,STD,USD
209788,Class 5 BT,0.0,Hydraulic Accumulator in Lift Circuit,H9XM-EC8,2023-08-01,HYDACC,Maximal,Hyster AP,A3C0,STD,USD
209789,Class 5 BT,0.0,Engine Start with Interlock on Seatbelt,H9XM-EC8,2023-08-01,KSSWIA,Maximal,Hyster AP,A3C0,STD,USD
209790,Class 5 BT,0.0,'4 Halogen Work Lights Cab Mounted Front / 2 Halogen Cab Mounted Rear / 4 Halogen Drive Lights Front Fenders / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear Cluster',H9XM-EC8,2023-08-01,LHA42F,Maximal,Hyster AP,A3C0,STD,USD
209791,Class 5 BT,0.0,English Literature Pack,H9XM-EC8,2023-08-01,LITPEN,Maximal,Hyster AP,A3C0,STD,USD
209792,Class 5 BT,0.0,'2 External Mirrors mounted on Rear of Front Fenders',H9XM-EC8,2023-08-01,MI2EFF,Maximal,Hyster AP,A3C0,STD,USD
209793,Class 5 BT,0.0,'2 External Wide Angle Mirrors mounted on Cab Handrail',H9XM-EC8,2023-08-01,MIREXT,Maximal,Hyster AP,A3C0,STD,USD
209794,Class 5 BT,0.0,Mast Tilt - 4⁰ Forward / 3⁰ Back,H9XM-EC8,2023-08-01,MT4F3B,Maximal,Hyster AP,A3C0,STD,USD
209795,Class 5 BT,0.0,Steer Axle with Full Stroke for tight turning radius,H9XM-EC8,2023-08-01,SAFSTR,Maximal,Hyster AP,A3C0,STD,USD
209796,Class 5 BT,0.0,Seatbelt - 2-Point High-Visibility,H9XM-EC8,2023-08-01,SBHVR2,Maximal,Hyster AP,A3C0,STD,USD
209797,Class 5 BT,0.0,Amber Strobe Light - Ignition Activated,H9XM-EC8,2023-08-01,SLSWAC,Maximal,Hyster AP,A3C0,STD,USD
209798,Class 5 BT,0.0,Mechanical Full Suspension Cloth Seat,H9XM-EC8,2023-08-01,SMSCLO,Maximal,Hyster AP,A3C0,STD,USD
209799,Class 5 BT,0.0,Stainless Steel Strainer In Fuel Neck,H9XM-EC8,2023-08-01,SSSIFN,Maximal,Hyster AP,A3C0,STD,USD
209800,Class 5 BT,0.0,Hyster® 588TB Single Handling 20-40ft Empty Container Spreader with Vertical Twistlocks,H9XM-EC8,2023-08-01,SSTVTW,Maximal,Hyster AP,A3C0,STD,USD
209801,Class 5 BT,0.0,Pneumatic Bias Ply Steer Tyres / 14.00-24 24PR,H9XM-EC8,2023-08-01,STPSS2,Maximal,Hyster AP,A3C0,STD,USD
209802,Class 5 BT,0.0,Steering Wheel with Spinner Knob,H9XM-EC8,2023-08-01,SWWISK,Maximal,Hyster AP,A3C0,STD,USD
209803,Class 5 BT,0.0,ZF WG211 5-Speed Transmission with 5 Speeds Forward and 3 Speeds Reverse,H9XM-EC8,2023-08-01,TRA211,Maximal,Hyster AP,A3C0,STD,USD
209804,Class 5 BT,0.0,'2 Stage Non Free Lift Mast - 16450mm Maximum Lift Height - 10695mm Overall Lowered Lift Height',H9XM-EC8,2023-08-01,V16106,Maximal,Hyster AP,A3C0,STD,USD
209805,Class 5 BT,3951.8623,'4 LED Work Lights Cab Mounted Front / 2 LED Cab Mounted Rear / 4 LED Drive Lights Front Fenders / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear Cluster',H9XM-EC8,2023-08-01,LLE42D,Maximal,Hyster AP,A3C0,OPT,USD
209806,Class 5 BT,0.0,'24-12V DC Converter',H9XM-EC8,2023-08-01,P2412A,Maximal,Hyster AP,A3C0,STD,USD
209807,Class 5 BT,1140.08,Engine Block Heater - 230V,H9XM-EC8,2023-08-01,EBH230,Maximal,Hyster AP,A3C0,OPT,USD
209808,Class 5 BT,1013.0853,Hyster Tracker Wireless Access HID Prox Card Reader,H9XM-EC8,2023-08-01,HWAHID,Maximal,Hyster AP,A3C0,OPT,USD
209809,Class 5 BT,1659.9991,Hyster Tracker Wireless Access iClass MiFare Prox Card Reader,H9XM-EC8,2023-08-01,HWAICL,Maximal,Hyster AP,A3C0,OPT,USD
209810,Class 5 BT,1144.5002,Hyster Tracker Wireless Access ISO Prox Card Reader,H9XM-EC8,2023-08-01,HWAISO,Maximal,Hyster AP,A3C0,OPT,USD
209811,Class 5 BT,2668.8709,Hyster Tracker Wireless Monitoring with Cellular connectivity - GSM,H9XM-EC8,2023-08-01,HWCGSM,Maximal,Hyster AP,A3C0,OPT,USD
209812,Class 5 NOT BT,143881.12,H5.0UT6,H5.0UT6,2023-08-01,H50UT6_A3D0,Maximal,Hyster AP,A3D0,BM,USD
209813,Class 5 NOT BT,143693.61,H6.0UT6,H6.0UT6,2023-08-01,H60UT6_A3D0,Maximal,Hyster AP,A3D0,BM,USD
209814,Class 5 NOT BT,150566.1,H7.0UT6,H7.0UT6,2023-08-01,H70UT6_A3D0,Maximal,Hyster AP,A3D0,BM,USD
209815,Class 5 NOT BT,143881.12,GP50UX6,GP50UX6,2023-08-01,GP50X6_A7T0,Maximal,Yale AP,A7T0,BM,USD
209816,Class 5 NOT BT,143693.61,GP60UX6,GP60UX6,2023-08-01,GP60X6_A7T0,Maximal,Yale AP,A7T0,BM,USD
209817,Class 5 NOT BT,150566.1,GP70UX6,GP70UX6,2023-08-01,GP70X6_A7T0,Maximal,Yale AP,A7T0,BM,USD
209818,Class 5 NOT BT,578.6006,'2 Stage Limited Free Lift Mast 129" Maximum Lift Height, 105" Lowered Height ',H5.0UT6,2023-08-01,V12915,Maximal,Hyster AP,A3D0,'',USD
209819,Class 5 NOT BT,670.33,'2 Stage Limited Free Lift Mast 138" Maximum Lift Height, 109" Lowered Height ',H5.0UT6,2023-08-01,V13819,Maximal,Hyster AP,A3D0,'',USD
209820,Class 5 NOT BT,1141.073,'2 Stage Limited Free Lift Mast 148" Maximum Lift Height, 114" Lowered Height ',H5.0UT6,2023-08-01,V14814,Maximal,Hyster AP,A3D0,'',USD
209821,Class 5 NOT BT,2378.9154,'2 Stage Limited Free Lift Mast 157" Maximum Lift Height, 120" Lowered Height ',H5.0UT6,2023-08-01,V15720,Maximal,Hyster AP,A3D0,'',USD
209822,Class 5 NOT BT,3429.267,'2 Stage Limited Free Lift Mast 177" Maximum Lift Height, 130" LoweredHeight ',H5.0UT6,2023-08-01,V17713,Maximal,Hyster AP,A3D0,'',USD
209823,Class 5 NOT BT,3640.9502,'2 Stage Limited Free Lift Mast 197" Maximum Lift Height, 140" LoweredHeight ',H5.0UT6,2023-08-01,V19714,Maximal,Hyster AP,A3D0,'',USD
209824,Class 5 NOT BT,5894.8717,'2 Stage Limited Free Lift Mast 217" Maximum Lift Height, 152" LoweredHeight ',H5.0UT6,2023-08-01,V21752,Maximal,Hyster AP,A3D0,'',USD
209825,Class 5 NOT BT,6281.9495,'2 Stage Limited Free Lift Mast 236" Maximum Lift Height, 162" LoweredHeight ',H5.0UT6,2023-08-01,V23662,Maximal,Hyster AP,A3D0,'',USD
209826,Class 5 NOT BT,172.3706,'2 Stage Limited Free Lift Mast 129" Maximum Lift Height, 109" Lowered Height ',H7.0UT6,2023-08-01,V12919,Maximal,Hyster AP,A3D0,'',USD
209827,Class 5 NOT BT,562.4724,'2 Stage Limited Free Lift Mast 138" Maximum Lift Height, 114" Lowered Height ',H7.0UT6,2023-08-01,V13814,Maximal,Hyster AP,A3D0,'',USD
209828,Class 5 NOT BT,739.883,'2 Stage Limited Free Lift Mast 148" Maximum Lift Height, 119" Lowered Height ',H7.0UT6,2023-08-01,V14819,Maximal,Hyster AP,A3D0,'',USD
209829,Class 5 NOT BT,2010.9899,'2 Stage Limited Free Lift Mast 157" Maximum Lift Height, 125" Lowered Height ',H7.0UT6,2023-08-01,V15725,Maximal,Hyster AP,A3D0,'',USD
209830,Class 5 NOT BT,3020.0129,'2 Stage Limited Free Lift Mast 177" Maximum Lift Height, 135" LoweredHeight ',H7.0UT6,2023-08-01,V17735,Maximal,Hyster AP,A3D0,'',USD
209831,Class 5 NOT BT,3692.3589,'2 Stage Limited Free Lift Mast 197" Maximum Lift Height, 145" LoweredHeight ',H7.0UT6,2023-08-01,V19745,Maximal,Hyster AP,A3D0,'',USD
209832,Class 5 NOT BT,5998.6973,'2 Stage Limited Free Lift Mast 217" Maximum Lift Height, 157" LoweredHeight ',H7.0UT6,2023-08-01,V21757,Maximal,Hyster AP,A3D0,'',USD
209833,Class 5 NOT BT,6281.9495,'2 Stage Limited Free Lift Mast 236" Maximum Lift Height, 167" LoweredHeight ',H7.0UT6,2023-08-01,V23667,Maximal,Hyster AP,A3D0,'',USD
209834,Class 5 NOT BT,578.6006,'2 Stage Limited Free Lift Mast 129" Maximum Lift Height, 105" Lowered Height ',GP50UX6,2023-08-01,V12915,Maximal,Yale AP,A7T0,'',USD
209835,Class 5 NOT BT,670.33,'2 Stage Limited Free Lift Mast 138" Maximum Lift Height, 109" Lowered Height ',GP50UX6,2023-08-01,V13819,Maximal,Yale AP,A7T0,'',USD
209836,Class 5 NOT BT,1141.073,'2 Stage Limited Free Lift Mast 148" Maximum Lift Height, 114" Lowered Height ',GP50UX6,2023-08-01,V14814,Maximal,Yale AP,A7T0,'',USD
209837,Class 5 NOT BT,2378.9154,'2 Stage Limited Free Lift Mast 157" Maximum Lift Height, 120" Lowered Height ',GP50UX6,2023-08-01,V15720,Maximal,Yale AP,A7T0,'',USD
209838,Class 5 NOT BT,3429.267,'2 Stage Limited Free Lift Mast 177" Maximum Lift Height, 130" LoweredHeight ',GP50UX6,2023-08-01,V17713,Maximal,Yale AP,A7T0,'',USD
209839,Class 5 NOT BT,3640.9502,'2 Stage Limited Free Lift Mast 197" Maximum Lift Height, 140" LoweredHeight ',GP50UX6,2023-08-01,V19714,Maximal,Yale AP,A7T0,'',USD
209840,Class 5 NOT BT,5894.8717,'2 Stage Limited Free Lift Mast 217" Maximum Lift Height, 152" LoweredHeight ',GP50UX6,2023-08-01,V21752,Maximal,Yale AP,A7T0,'',USD
209841,Class 5 NOT BT,6281.9495,'2 Stage Limited Free Lift Mast 236" Maximum Lift Height, 162" LoweredHeight ',GP50UX6,2023-08-01,V23662,Maximal,Yale AP,A7T0,'',USD
209842,Class 5 NOT BT,172.3706,'2 Stage Limited Free Lift Mast 129" Maximum Lift Height, 109" Lowered Height ',GP70UX6,2023-08-01,V12919,Maximal,Yale AP,A7T0,'',USD
210394,Class 5 NOT BT,80.6412,Spark Arrester,GP70UX6,2023-08-01,SPKARR,Maximal,Yale AP,A7T0,'',USD
209843,Class 5 NOT BT,562.4724,'2 Stage Limited Free Lift Mast 138" Maximum Lift Height, 114" Lowered Height ',GP70UX6,2023-08-01,V13814,Maximal,Yale AP,A7T0,'',USD
209844,Class 5 NOT BT,739.883,'2 Stage Limited Free Lift Mast 148" Maximum Lift Height, 119" Lowered Height ',GP70UX6,2023-08-01,V14819,Maximal,Yale AP,A7T0,'',USD
209845,Class 5 NOT BT,2010.9899,'2 Stage Limited Free Lift Mast 157" Maximum Lift Height, 125" Lowered Height ',GP70UX6,2023-08-01,V15725,Maximal,Yale AP,A7T0,'',USD
209846,Class 5 NOT BT,3020.0129,'2 Stage Limited Free Lift Mast 177" Maximum Lift Height, 135" LoweredHeight ',GP70UX6,2023-08-01,V17735,Maximal,Yale AP,A7T0,'',USD
209847,Class 5 NOT BT,3692.3589,'2 Stage Limited Free Lift Mast 197" Maximum Lift Height, 145" LoweredHeight ',GP70UX6,2023-08-01,V19745,Maximal,Yale AP,A7T0,'',USD
209848,Class 5 NOT BT,5998.6973,'2 Stage Limited Free Lift Mast 217" Maximum Lift Height, 157" LoweredHeight ',GP70UX6,2023-08-01,V21757,Maximal,Yale AP,A7T0,'',USD
209849,Class 5 NOT BT,6281.9495,'2 Stage Limited Free Lift Mast 236" Maximum Lift Height, 167" LoweredHeight ',GP70UX6,2023-08-01,V23667,Maximal,Yale AP,A7T0,'',USD
209850,Class 5 NOT BT,578.6006,'2 Stage Limited Free Lift Mast 129" Maximum Lift Height, 105" Lowered Height ',H6.0UT6,2023-08-01,V12915,Maximal,Hyster AP,A3D0,'',USD
209851,Class 5 NOT BT,670.33,'2 Stage Limited Free Lift Mast 138" Maximum Lift Height, 109" Lowered Height ',H6.0UT6,2023-08-01,V13819,Maximal,Hyster AP,A3D0,'',USD
209852,Class 5 NOT BT,1141.073,'2 Stage Limited Free Lift Mast 148" Maximum Lift Height, 114" Lowered Height ',H6.0UT6,2023-08-01,V14814,Maximal,Hyster AP,A3D0,'',USD
209853,Class 5 NOT BT,2378.9154,'2 Stage Limited Free Lift Mast 157" Maximum Lift Height, 120" Lowered Height ',H6.0UT6,2023-08-01,V15720,Maximal,Hyster AP,A3D0,'',USD
209854,Class 5 NOT BT,3429.267,'2 Stage Limited Free Lift Mast 177" Maximum Lift Height, 130" LoweredHeight ',H6.0UT6,2023-08-01,V17713,Maximal,Hyster AP,A3D0,'',USD
209855,Class 5 NOT BT,3640.9502,'2 Stage Limited Free Lift Mast 197" Maximum Lift Height, 140" LoweredHeight ',H6.0UT6,2023-08-01,V19714,Maximal,Hyster AP,A3D0,'',USD
209856,Class 5 NOT BT,5894.8717,'2 Stage Limited Free Lift Mast 217" Maximum Lift Height, 152" LoweredHeight ',H6.0UT6,2023-08-01,V21752,Maximal,Hyster AP,A3D0,'',USD
209857,Class 5 NOT BT,6281.9495,'2 Stage Limited Free Lift Mast 236" Maximum Lift Height, 162" LoweredHeight ',H6.0UT6,2023-08-01,V23662,Maximal,Hyster AP,A3D0,'',USD
209858,Class 5 NOT BT,578.6006,'2 Stage Limited Free Lift Mast 129" Maximum Lift Height, 105" Lowered Height ',GP60UX6,2023-08-01,V12915,Maximal,Yale AP,A7T0,'',USD
209859,Class 5 NOT BT,670.33,'2 Stage Limited Free Lift Mast 138" Maximum Lift Height, 109" Lowered Height ',GP60UX6,2023-08-01,V13819,Maximal,Yale AP,A7T0,'',USD
209860,Class 5 NOT BT,1141.073,'2 Stage Limited Free Lift Mast 148" Maximum Lift Height, 114" Lowered Height ',GP60UX6,2023-08-01,V14814,Maximal,Yale AP,A7T0,'',USD
209861,Class 5 NOT BT,2378.9154,'2 Stage Limited Free Lift Mast 157" Maximum Lift Height, 120" Lowered Height ',GP60UX6,2023-08-01,V15720,Maximal,Yale AP,A7T0,'',USD
209862,Class 5 NOT BT,3429.267,'2 Stage Limited Free Lift Mast 177" Maximum Lift Height, 130" LoweredHeight ',GP60UX6,2023-08-01,V17713,Maximal,Yale AP,A7T0,'',USD
209863,Class 5 NOT BT,3640.9502,'2 Stage Limited Free Lift Mast 197" Maximum Lift Height, 140" LoweredHeight ',GP60UX6,2023-08-01,V19714,Maximal,Yale AP,A7T0,'',USD
209864,Class 5 NOT BT,5894.8717,'2 Stage Limited Free Lift Mast 217" Maximum Lift Height, 152" LoweredHeight ',GP60UX6,2023-08-01,V21752,Maximal,Yale AP,A7T0,'',USD
209865,Class 5 NOT BT,6281.9495,'2 Stage Limited Free Lift Mast 236" Maximum Lift Height, 162" LoweredHeight ',GP60UX6,2023-08-01,V23662,Maximal,Yale AP,A7T0,'',USD
209866,Class 5 NOT BT,0.0,Mitsubishi 5.0L Diesel  S6S-T 63.9kw / 85.5hp,H5.0UT6,2023-08-01,MT5DS6,Maximal,Hyster AP,A3D0,'',USD
209867,Class 5 NOT BT,0.0,Electronic Powershift 2 Speed Transmission,H5.0UT6,2023-08-01,UTPS2S,Maximal,Hyster AP,A3D0,'',USD
209868,Class 5 NOT BT,0.0,Brakes - Self Energizing Drum ,H5.0UT6,2023-08-01,DRAXDB,Maximal,Hyster AP,A3D0,'',USD
209869,Class 5 NOT BT,0.0,Key Switch Start,H5.0UT6,2023-08-01,SSKEIA,Maximal,Hyster AP,A3D0,'',USD
209870,Class 5 NOT BT,0.0,Standard (14° F to 104° F) ,H5.0UT6,2023-08-01,ST104F,Maximal,Hyster AP,A3D0,'',USD
209871,Class 5 NOT BT,0.0,Cold Ambient (-4° F to 104° F),H5.0UT6,2023-08-01,AT104F,Maximal,Hyster AP,A3D0,'',USD
209872,Class 5 NOT BT,1355.7802,Hot Ambient (14° F to 122° F),H5.0UT6,2023-08-01,HA1412,Maximal,Hyster AP,A3D0,'',USD
209873,Class 5 NOT BT,0.0,High Air Intake ,H5.0UT6,2023-08-01,AIINHI,Maximal,Hyster AP,A3D0,'',USD
209874,Class 5 NOT BT,173.2677,Heavy Duty Air Intake with Precleaner ,H5.0UT6,2023-08-01,AIHWPC,Maximal,Hyster AP,A3D0,'',USD
209875,Class 5 NOT BT,0.0,Fuel Cap - Non Lockable,H5.0UT6,2023-08-01,ACFCNL,Maximal,Hyster AP,A3D0,'',USD
209876,Class 5 NOT BT,10.0801,Fuel Cap - Lockable,H5.0UT6,2023-08-01,ACFCLO,Maximal,Hyster AP,A3D0,'',USD
209877,Class 5 NOT BT,0.0,Overhead Exhaust ,H5.0UT6,2023-08-01,EXOVHD,Maximal,Hyster AP,A3D0,'',USD
209878,Class 5 NOT BT,80.6412,Spark Arrester,H5.0UT6,2023-08-01,SPKARR,Maximal,Hyster AP,A3D0,'',USD
209879,Class 5 NOT BT,895.1173,Operator Presence System,H5.0UT6,2023-08-01,OPPRSY,Maximal,Hyster AP,A3D0,'',USD
209880,Class 5 NOT BT,436.1278,Battery Disconnect,H5.0UT6,2023-08-01,BADISW,Maximal,Hyster AP,A3D0,'',USD
209881,Class 5 NOT BT,0.0,'2 Stage Limited Free Lift Mast 118" Maximum Lift Height, 99" Lowered Height ',H5.0UT6,2023-08-01,V11899,Maximal,Hyster AP,A3D0,'',USD
209882,Class 5 NOT BT,0.0,'2 Stage Limited Free Lift Mast 118" Maximum Lift Height, 104" Lowered Height ',H5.0UT6,2023-08-01,V11814,Maximal,Hyster AP,A3D0,'',USD
209883,Class 5 NOT BT,2378.9154,'2 Stage Full Free Lift Mast 118" Maximum Lift Height, 104" Lowered Height ',H5.0UT6,2023-08-01,F11814,Maximal,Hyster AP,A3D0,'',USD
209884,Class 5 NOT BT,2615.7989,'2 Stage Full Free Lift Mast 129" Maximum Lift Height, 109" Lowered Height ',H5.0UT6,2023-08-01,F12919,Maximal,Hyster AP,A3D0,'',USD
209885,Class 5 NOT BT,3051.2614,'2 Stage Full Free Lift Mast 138" Maximum Lift Height, 114" Lowered Height ',H5.0UT6,2023-08-01,F13814,Maximal,Hyster AP,A3D0,'',USD
209886,Class 5 NOT BT,3425.235,'2 Stage Full Free Lift Mast 148" Maximum Lift Height, 119" Lowered Height ',H5.0UT6,2023-08-01,F14819,Maximal,Hyster AP,A3D0,'',USD
209887,Class 5 NOT BT,4666.1014,'2 Stage Full Free Lift Mast 157" Maximum Lift Height, 125" Lowered Height ',H5.0UT6,2023-08-01,F15725,Maximal,Hyster AP,A3D0,'',USD
209888,Class 5 NOT BT,7354.4774,'3 Stage Full Free Lift Mast 157" Maximum Lift Height, 99" Lowered Height',H5.0UT6,2023-08-01,E15799,Maximal,Hyster AP,A3D0,'',USD
209889,Class 5 NOT BT,8182.0578,'3 Stage Full Free Lift Mast 171" Maximum Lift Height, 104" Lowered Height',H5.0UT6,2023-08-01,E17114,Maximal,Hyster AP,A3D0,'',USD
209890,Class 5 NOT BT,8261.6909,'3 Stage Full Free Lift Mast 177" Maximum Lift Height, 106" Lowered Height',H5.0UT6,2023-08-01,E18910,Maximal,Hyster AP,A3D0,'',USD
209891,Class 5 NOT BT,8471.3581,'3 Stage Full Free Lift Mast 189" Maximum Lift Height, 110" Lowered Height',H5.0UT6,2023-08-01,E19714,Maximal,Hyster AP,A3D0,'',USD
209892,Class 5 NOT BT,9131.6079,'3 Stage Full Free Lift Mast 197" Maximum Lift Height, 114" Lowered Height',H5.0UT6,2023-08-01,E21319,Maximal,Hyster AP,A3D0,'',USD
209893,Class 5 NOT BT,9667.8719,'3 Stage Full Free Lift Mast 213" Maximum Lift Height, 119" Lowered Height',H5.0UT6,2023-08-01,E21919,Maximal,Hyster AP,A3D0,'',USD
209894,Class 5 NOT BT,11599.2286,'3 Stage Full Free Lift Mast 236" Maximum Lift Height, 131" Lowered Height',H5.0UT6,2023-08-01,E23612,Maximal,Hyster AP,A3D0,'',USD
209895,Class 5 NOT BT,12177.8292,'3 Stage Full Free Lift Mast 256" Maximum Lift Height, 139" Lowered Height',H5.0UT6,2023-08-01,E25639,Maximal,Hyster AP,A3D0,'',USD
209896,Class 5 NOT BT,-21366.894,Without Mast 110-135 Capacities,H5.0UT6,2023-08-01,MANONE,Maximal,Hyster AP,A3D0,'',USD
209897,Class 5 NOT BT,174.3866,'73" Hook Type Carriage',H5.0UT6,2023-08-01,CAR73H,Maximal,Hyster AP,A3D0,'',USD
209898,Class 5 NOT BT,0.0,'83" Hook Type Carriage',H5.0UT6,2023-08-01,CAR83H,Maximal,Hyster AP,A3D0,'',USD
209899,Class 5 NOT BT,4240.7191,'73"  Integral Sideshift Carriage (Hook Type forks)',H5.0UT6,2023-08-01,CA73IH,Maximal,Hyster AP,A3D0,'',USD
209900,Class 5 NOT BT,10775.6804,'73"  Integral Sideshift Carriage and Fork Positioner (Pin Type forks )',H5.0UT6,2023-08-01,C73IFP,Maximal,Hyster AP,A3D0,'',USD
209901,Class 5 NOT BT,0.0,Without Carriage,H5.0UT6,2023-08-01,CANONE,Maximal,Hyster AP,A3D0,'',USD
209902,Class 5 NOT BT,-1998.8937,Without Forks,H5.0UT6,2023-08-01,FONONE,Maximal,Hyster AP,A3D0,'',USD
209903,Class 5 NOT BT,0.0,'48" Long Hook Type (2.6" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FH612A,Maximal,Hyster AP,A3D0,'',USD
209904,Class 5 NOT BT,164.3064,'54" Long Hook Type (2.6" x 6" ) Standard Tapered Forks',H5.0UT6,2023-08-01,FOH54S,Maximal,Hyster AP,A3D0,'',USD
209905,Class 5 NOT BT,331.6369,'60" Long Hook Type (2.6" x 6" ) Standard Tapered Forks',H5.0UT6,2023-08-01,FH615A,Maximal,Hyster AP,A3D0,'',USD
209906,Class 5 NOT BT,493.9273,'66" Long Hook Type (2.6" x 6" ) Standard Tapered Forks',H5.0UT6,2023-08-01,FOH66S,Maximal,Hyster AP,A3D0,'',USD
209907,Class 5 NOT BT,653.1937,'72" Long Hook Type (2.6" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FH618B,Maximal,Hyster AP,A3D0,'',USD
209908,Class 5 NOT BT,851.7727,'78" Long Hook Type (2.6" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOH78S,Maximal,Hyster AP,A3D0,'',USD
209909,Class 5 NOT BT,1011.039,'84" Long Hook Type (2.8" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOH84S,Maximal,Hyster AP,A3D0,'',USD
209910,Class 5 NOT BT,1089.6642,'88" Long Hook Type (2.8" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOH88S,Maximal,Hyster AP,A3D0,'',USD
209911,Class 5 NOT BT,1247.9226,'91" Long Hook Type (2.8" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOH91S,Maximal,Hyster AP,A3D0,'',USD
209912,Class 5 NOT BT,1330.5798,'96" Long Hook Type (2.8" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOH96S,Maximal,Hyster AP,A3D0,'',USD
209913,Class 5 NOT BT,454.6148,'48" Long Pin Type (2.6" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOP48S,Maximal,Hyster AP,A3D0,'',USD
209914,Class 5 NOT BT,515.0957,'54" Long Pin Type (2.6" x 6" ) Standard Tapered Forks',H5.0UT6,2023-08-01,FOP54S,Maximal,Hyster AP,A3D0,'',USD
209915,Class 5 NOT BT,738.875,'60" Long Pin Type (2.6" x 6" ) Standard Tapered Forks',H5.0UT6,2023-08-01,FP615B,Maximal,Hyster AP,A3D0,'',USD
209916,Class 5 NOT BT,1304.3714,'66" Long Pin Type (2.6" x 6" ) Standard Tapered Forks',H5.0UT6,2023-08-01,FOP66S,Maximal,Hyster AP,A3D0,'',USD
209917,Class 5 NOT BT,2455.5245,'72" Long Pin Type (2.6" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FP618B,Maximal,Hyster AP,A3D0,'',USD
209918,Class 5 NOT BT,2829.4981,'78" Long Pin Type (2.6" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOP78S,Maximal,Hyster AP,A3D0,'',USD
209919,Class 5 NOT BT,2783.1294,'84" Long Pin Type (2.8" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOP84S,Maximal,Hyster AP,A3D0,'',USD
209920,Class 5 NOT BT,2929.2916,'88" Long Pin Type (2.8" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOP88S,Maximal,Hyster AP,A3D0,'',USD
209921,Class 5 NOT BT,1248.3661,'91" Long Pin Type (2.8" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOP91S,Maximal,Hyster AP,A3D0,'',USD
209922,Class 5 NOT BT,3469.5876,'96" Long Pin Type (2.8" x 6" ) Standard Tapered Forks ',H5.0UT6,2023-08-01,FOP96S,Maximal,Hyster AP,A3D0,'',USD
209923,Class 5 NOT BT,0.0,'51.5" High Load Backrest',H5.0UT6,2023-08-01,LBR515,Maximal,Hyster AP,A3D0,'',USD
209924,Class 5 NOT BT,-824.5563,Without Load Backrest,H5.0UT6,2023-08-01,LBNONE,Maximal,Hyster AP,A3D0,'',USD
209925,Class 5 NOT BT,0.0,Mast Tilt - 6° Forward / 6° Back,H5.0UT6,2023-08-01,TI6F6B,Maximal,Hyster AP,A3D0,'',USD
209926,Class 5 NOT BT,0.0,Mast Tilt - 6° Forward / 12° Back,H5.0UT6,2023-08-01,T6F12B,Maximal,Hyster AP,A3D0,'',USD
209927,Class 5 NOT BT,0.0,Mast Tilt - 3° Forward / 6° Back,H5.0UT6,2023-08-01,TI3F6B,Maximal,Hyster AP,A3D0,'',USD
209928,Class 5 NOT BT,0.0,Tilt Cylinder Boots,H5.0UT6,2023-08-01,TILTCB,Maximal,Hyster AP,A3D0,'',USD
209929,Class 5 NOT BT,63.5049,Mechanical Lever Hydraulic Controls - Cowl Mounted,H5.0UT6,2023-08-01,MECYCC,Maximal,Hyster AP,A3D0,'',USD
209930,Class 5 NOT BT,126.0019,Mechanical Lever Hydraulic Controls - Seat Side - For use with clamping attachments,H5.0UT6,2023-08-01,MEHYCL,Maximal,Hyster AP,A3D0,'',USD
209931,Class 5 NOT BT,0.0,'2 Function (0 Auxiliary) Hydraulic Control Valve',H5.0UT6,2023-08-01,HCV2CB,Maximal,Hyster AP,A3D0,'',USD
209932,Class 5 NOT BT,378.0056,'3 Function (1 Auxiliary) Hydraulic Control Valve',H5.0UT6,2023-08-01,HCV3CB,Maximal,Hyster AP,A3D0,'',USD
209933,Class 5 NOT BT,744.9231,'4 Function (2 Auxiliary) Hydraulic Control Valve',H5.0UT6,2023-08-01,HCV4CB,Maximal,Hyster AP,A3D0,'',USD
